# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/home/irenest/irene/Candida_susanne/gff/GCF_000182965.3_ASM18296v3_genomic.gff" "-o" "/home/irenest/irene/RNAseq_c_albicans/candida_RNAseq_CDS_counts.txt" "-t" "CDS" "-g" "ID" "-p" "-T" "8" "align/Y10_S10_PEAligned.out.bam" "align/Y10_S10_PEAligned.out.sorted.bam" "align/Y11_S11_PEAligned.out.bam" "align/Y11_S11_PEAligned.out.sorted.bam" "align/Y12_S12_PEAligned.out.bam" "align/Y12_S12_PEAligned.out.sorted.bam" "align/Y1_S1_PEAligned.out.bam" "align/Y1_S1_PEAligned.out.sorted.bam" "align/Y2_S2_PEAligned.out.bam" "align/Y2_S2_PEAligned.out.sorted.bam" "align/Y3_S3_PEAligned.out.bam" "align/Y3_S3_PEAligned.out.sorted.bam" "align/Y4_S4_PEAligned.out.bam" "align/Y4_S4_PEAligned.out.sorted.bam" "align/Y5_S5_PEAligned.out.bam" "align/Y5_S5_PEAligned.out.sorted.bam" "align/Y6_S6_PEAligned.out.bam" "align/Y6_S6_PEAligned.out.sorted.bam" "align/Y7_S7_PEAligned.out.bam" "align/Y7_S7_PEAligned.out.sorted.bam" "align/Y8_S8_PEAligned.out.bam" "align/Y8_S8_PEAligned.out.sorted.bam" "align/Y9_S9_PEAligned.out.bam" "align/Y9_S9_PEAligned.out.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	align/Y10_S10_PEAligned.out.bam	align/Y10_S10_PEAligned.out.sorted.bam	align/Y11_S11_PEAligned.out.bam	align/Y11_S11_PEAligned.out.sorted.bam	align/Y12_S12_PEAligned.out.bam	align/Y12_S12_PEAligned.out.sorted.bam	align/Y1_S1_PEAligned.out.bam	align/Y1_S1_PEAligned.out.sorted.bam	align/Y2_S2_PEAligned.out.bam	align/Y2_S2_PEAligned.out.sorted.bam	align/Y3_S3_PEAligned.out.bam	align/Y3_S3_PEAligned.out.sorted.bam	align/Y4_S4_PEAligned.out.bam	align/Y4_S4_PEAligned.out.sorted.bam	align/Y5_S5_PEAligned.out.bam	align/Y5_S5_PEAligned.out.sorted.bam	align/Y6_S6_PEAligned.out.bam	align/Y6_S6_PEAligned.out.sorted.bam	align/Y7_S7_PEAligned.out.bam	align/Y7_S7_PEAligned.out.sorted.bam	align/Y8_S8_PEAligned.out.bam	align/Y8_S8_PEAligned.out.sorted.bam	align/Y9_S9_PEAligned.out.bam	align/Y9_S9_PEAligned.out.sorted.bam
cds-XP_714208.2	NC_032093.1	184660	185712	-	1053	918	918	1101	1101	1021	1021	1207	1207	971	971	888	888	746	746	848	848	922	922	1006	1006	1002	1002	1068	1068
cds-XP_714209.2	NC_032093.1	186133	188229	-	2097	10038	10038	11493	11493	10399	10399	17264	17264	14126	14126	10658	10658	10388	10388	12876	12876	10861	10861	10019	10019	7265	7265	9841	9841
cds-XP_714210.1	NC_032093.1	189505	190827	-	1323	4503	4503	4862	4862	5599	5599	7624	7624	5604	5604	5308	5308	4089	4089	5200	5200	5487	5487	5031	5031	3611	3611	5039	5039
cds-XP_714211.2	NC_032093.1	190881	191756	-	876	56	56	74	74	27	27	49	49	67	67	39	39	38	38	78	78	33	33	26	26	35	35	56	56
cds-XP_714212.1	NC_032093.1	194339	195190	+	852	3682	3682	3940	3940	4974	4974	7588	7588	5382	5382	4952	4952	4113	4113	4830	4830	4520	4520	3935	3935	3793	3793	3909	3909
cds-XP_714213.1	NC_032093.1	195364	196608	-	1245	3781	3781	3840	3840	4257	4257	7694	7694	5456	5456	4935	4935	4264	4264	5188	5188	4749	4749	4265	4265	3321	3321	3966	3966
cds-XP_714214.1	NC_032093.1	196711	197904	+	1194	775	775	803	803	851	851	1364	1364	909	909	870	870	748	748	864	864	808	808	847	847	721	721	818	818
cds-XP_714215.1	NC_032093.1	197983	198300	-	318	738	738	735	735	668	668	701	701	597	597	515	515	520	520	633	633	531	531	691	691	508	508	734	734
cds-XP_715743.2	NC_032093.1	198637	199125	+	489	269	269	270	270	300	300	849	849	585	585	530	530	372	372	485	485	437	437	261	261	309	309	309	309
cds-XP_715742.2	NC_032093.1	199539	201137	-	1599	63	63	58	58	28	28	71	71	42	42	33	33	65	65	88	88	54	54	65	65	53	53	50	50
cds-XP_715741.1	NC_032093.1	202590	204197	-	1608	2851	2851	3248	3248	2876	2876	3182	3182	3141	3141	2502	2502	2699	2699	3511	3511	1993	1993	3699	3699	2850	2850	3354	3354
cds-XP_715740.2	NC_032093.1	206335	207939	-	1605	2602	2602	2730	2730	2455	2455	3515	3515	3249	3249	3140	3140	3065	3065	3463	3463	2674	2674	2771	2771	1570	1570	2359	2359
cds-XP_715739.1	NC_032093.1	210200	211276	-	1077	3230	3230	3340	3340	3521	3521	5640	5640	4212	4212	4022	4022	3207	3207	4002	4002	3694	3694	3614	3614	2869	2869	3368	3368
cds-XP_715738.1	NC_032093.1	211600	211956	-	357	90	90	64	64	63	63	107	107	102	102	66	66	50	50	82	82	47	47	77	77	79	79	64	64
cds-XP_715737.1	NC_032093.1	212567	213013	+	447	423	423	500	500	487	487	811	811	582	582	536	536	504	504	577	577	469	469	552	552	423	423	524	524
cds-XP_715736.1	NC_032093.1	213091	213870	-	780	4050	4050	4781	4781	4163	4163	3225	3225	3255	3255	3102	3102	2091	2091	3104	3104	2992	2992	5075	5075	3511	3511	4668	4668
cds-XP_715735.2	NC_032093.1	214536	215582	-	1047	1762	1762	2004	2004	1939	1939	2147	2147	2183	2183	2205	2205	1380	1380	2066	2066	2033	2033	1647	1647	1445	1445	1601	1601
cds-XP_715734.2	NC_032093.1	215856	217277	-	1422	2760	2760	2808	2808	3138	3138	4373	4373	3362	3362	2875	2875	2533	2533	2948	2948	2627	2627	3093	3093	2304	2304	3036	3036
cds-XP_715733.2	NC_032093.1	218210	219694	+	1485	2777	2777	3076	3076	2832	2832	3652	3652	2949	2949	2633	2633	2515	2515	2946	2946	2536	2536	2694	2694	2405	2405	2762	2762
cds-XP_715732.1	NC_032093.1	220477	221181	-	705	1917	1917	2050	2050	2266	2266	3998	3998	2707	2707	2477	2477	2097	2097	2670	2670	2504	2504	2297	2297	1609	1609	2029	2029
cds-XP_715731.1	NC_032093.1	221837	222652	+	816	973	973	958	958	1126	1126	2379	2379	1699	1699	1483	1483	1271	1271	1518	1518	1424	1424	1063	1063	803	803	1112	1112
cds-XP_019330953.1	NC_032093.1	222660	222935	-	276	108	108	143	143	170	170	418	418	311	311	225	225	212	212	255	255	194	194	150	150	141	141	160	160
cds-XP_715730.2	NC_032093.1	223535	223858	+	324	136	136	178	178	190	190	262	262	202	202	165	165	145	145	173	173	137	137	211	211	149	149	179	179
cds-XP_019330954.1	NC_032093.1;NC_032093.1	223927;224455	224390;224533	-;-	543	2760	2760	2832	2832	3487	3487	6375	6375	3943	3943	3842	3842	3074	3074	3759	3759	3906	3906	2870	2870	2907	2907	2942	2942
cds-XP_715728.1	NC_032093.1	224788	225603	-	816	2007	2007	2133	2133	2236	2236	2429	2429	2114	2114	1831	1831	1662	1662	2086	2086	1489	1489	2080	2080	1951	1951	2109	2109
cds-XP_715726.1	NC_032093.1	225952	227454	-	1503	3875	3875	4206	4206	3754	3754	6871	6871	5462	5462	5477	5477	3748	3748	4067	4067	3109	3109	6407	6407	5166	5166	6038	6038
cds-XP_715725.2	NC_032093.1	229537	231060	-	1524	7547	7547	8963	8963	7078	7078	9705	9705	8758	8758	5690	5690	7004	7004	8790	8790	5849	5849	8042	8042	6569	6569	7518	7518
cds-XP_715724.1	NC_032093.1	234850	236442	-	1593	2916	2916	3216	3216	3664	3664	5430	5430	3921	3921	2912	2912	2972	2972	3670	3670	3042	3042	3071	3071	2911	2911	3128	3128
cds-XP_715723.1	NC_032093.1	244200	245597	-	1398	4872	4872	5085	5085	4354	4354	4452	4452	4242	4242	2835	2835	3622	3622	4532	4532	2697	2697	4864	4864	3748	3748	4276	4276
cds-XP_715722.1	NC_032093.1	253333	254304	+	972	2320	2320	2504	2504	2699	2699	4443	4443	3317	3317	2732	2732	2495	2495	2987	2987	2683	2683	2403	2403	2051	2051	2621	2621
cds-XP_715720.2	NC_032093.1	261873	262667	+	795	3225	3225	3257	3257	3842	3842	5525	5525	3980	3980	4138	4138	2963	2963	3529	3529	3922	3922	3418	3418	2391	2391	3362	3362
cds-XP_715719.2	NC_032093.1	262791	265052	-	2262	9313	9313	9860	9860	8669	8669	10999	10999	8838	8838	9951	9951	7933	7933	9086	9086	9211	9211	9211	9211	7263	7263	8334	8334
cds-XP_019330955.1	NC_032093.1;NC_032093.1	266063;266762	266689;266791	+;+	657	464	464	502	502	520	520	724	724	458	458	450	450	434	434	508	508	494	494	485	485	371	371	506	506
cds-XP_715717.2	NC_032093.1	266959	268119	+	1161	3894	3894	4202	4202	4149	4149	5865	5865	4358	4358	4101	4101	3978	3978	4275	4275	3922	3922	3724	3724	3357	3357	3807	3807
cds-XP_715715.2	NC_032093.1	268261	269373	+	1113	2251	2251	2545	2545	2790	2790	4479	4479	3109	3109	2677	2677	2303	2303	2868	2868	2815	2815	2534	2534	1786	1786	2519	2519
cds-XP_715713.2	NC_032093.1	269467	269937	+	471	327	327	269	269	292	292	332	332	200	200	233	233	188	188	246	246	198	198	322	322	253	253	306	306
cds-XP_715712.1	NC_032093.1	270287	272368	+	2082	12182	12182	13097	13097	11671	11671	6131	6131	8292	8292	9783	9783	7720	7720	10466	10466	8482	8482	13104	13104	10034	10034	11997	11997
cds-XP_715711.2	NC_032093.1	273044	274345	+	1302	1744	1744	1926	1926	1061	1061	1020	1020	1336	1336	1572	1572	1272	1272	1793	1793	1112	1112	1498	1498	1083	1083	1167	1167
cds-XP_715709.1	NC_032093.1	274465	275364	-	900	2477	2477	2805	2805	2822	2822	4190	4190	3030	3030	2942	2942	2320	2320	2761	2761	2409	2409	2797	2797	2109	2109	2745	2745
cds-XP_715708.1	NC_032093.1	276990	278405	+	1416	1782	1782	2329	2329	665	665	787	787	953	953	1276	1276	1075	1075	1958	1958	721	721	1918	1918	1151	1151	1017	1017
cds-XP_715707.2	NC_032093.1	280816	283287	+	2472	7292	7292	7719	7719	7266	7266	7803	7803	7711	7711	13997	13997	6327	6327	8107	8107	12353	12353	7655	7655	5483	5483	6991	6991
cds-XP_715706.2	NC_032093.1	283848	286220	+	2373	62	62	112	112	34	34	72	72	67	67	54	54	98	98	74	74	71	71	65	65	94	94	62	62
cds-XP_715705.2	NC_032093.1	286734	288617	+	1884	1052	1052	1155	1155	1057	1057	1825	1825	1426	1426	1194	1194	1114	1114	1287	1287	1169	1169	1045	1045	901	901	1036	1036
cds-XP_715704.2	NC_032093.1	288699	290108	-	1410	986	986	1024	1024	1016	1016	1643	1643	1054	1054	993	993	931	931	1117	1117	908	908	978	978	887	887	852	852
cds-XP_715703.2	NC_032093.1	290422	291162	-	741	1569	1569	1828	1828	2067	2067	4349	4349	3085	3085	2472	2472	1699	1699	2386	2386	2220	2220	2284	2284	1511	1511	2152	2152
cds-XP_715702.2	NC_032093.1	291456	292550	-	1095	195	195	185	185	146	146	342	342	350	350	306	306	248	248	256	256	229	229	205	205	163	163	218	218
cds-XP_715701.2	NC_032093.1	293743	294381	+	639	388	388	433	433	467	467	553	553	408	408	384	384	330	330	444	444	392	392	386	386	327	327	387	387
cds-XP_715699.1	NC_032093.1	294646	296502	+	1857	4081	4081	4497	4497	3189	3189	3793	3793	5148	5148	6424	6424	4367	4367	6151	6151	5995	5995	3955	3955	2631	2631	3426	3426
cds-XP_715697.2	NC_032093.1	297628	299091	+	1464	3811	3811	3989	3989	4409	4409	4304	4304	3342	3342	2604	2604	2522	2522	3387	3387	2703	2703	3657	3657	3237	3237	3695	3695
cds-XP_715696.2	NC_032093.1	299565	301415	+	1851	1311	1311	1475	1475	1474	1474	2191	2191	1575	1575	1478	1478	1328	1328	1583	1583	1590	1590	1332	1332	1323	1323	1394	1394
cds-XP_715695.2	NC_032093.1	303368	305500	+	2133	70	70	117	117	72	72	205	205	114	114	85	85	171	171	148	148	77	77	107	107	85	85	88	88
cds-XP_715694.2	NC_032093.1	308742	310874	+	2133	101	101	127	127	65	65	88	88	69	69	43	43	96	96	85	85	47	47	78	78	72	72	101	101
cds-XP_715691.2	NC_032093.1	311113	311721	-	609	468	468	549	549	527	527	793	793	672	672	593	593	513	513	684	684	573	573	472	472	452	452	512	512
cds-XP_711333.2	NC_032093.1	313333	315318	+	1986	1238	1238	1281	1281	1166	1166	1048	1048	1054	1054	1220	1220	1021	1021	1290	1290	1060	1060	1201	1201	1064	1064	1129	1129
cds-XP_711335.2	NC_032093.1	315377	317962	-	2586	5855	5855	6164	6164	6333	6333	7384	7384	5463	5463	4782	4782	4475	4475	5361	5361	4322	4322	6456	6456	5609	5609	6282	6282
cds-XP_019330956.1	NC_032093.1;NC_032093.1	318343;318454	318385;318662	+;+	252	447	447	517	517	443	443	612	612	544	544	554	554	388	388	464	464	466	466	580	580	423	423	525	525
cds-XP_711337.2	NC_032093.1	319484	320866	-	1383	1561	1561	1814	1814	1810	1810	1882	1882	1583	1583	1384	1384	1280	1280	1516	1516	1150	1150	1646	1646	1323	1323	1532	1532
cds-XP_711338.2	NC_032093.1	321017	322234	-	1218	486	486	453	453	471	471	722	722	547	547	446	446	461	461	510	510	436	436	466	466	400	400	441	441
cds-XP_711339.1	NC_032093.1	322718	324214	+	1497	744	744	893	893	678	678	426	426	382	382	230	230	261	261	394	394	258	258	925	925	720	720	791	791
cds-XP_711340.2	NC_032093.1	324412	328203	+	3792	3331	3331	3516	3516	3683	3683	4118	4118	3680	3680	2911	2911	2934	2934	3585	3585	2854	2854	3494	3494	3022	3022	3384	3384
cds-XP_711345.2	NC_032093.1	328259	329767	-	1509	533	533	573	573	634	634	686	686	579	579	410	410	429	429	530	530	395	395	541	541	424	424	534	534
cds-XP_711347.1	NC_032093.1	330456	330884	+	429	846	846	844	844	829	829	1486	1486	1196	1196	1042	1042	840	840	1041	1041	781	781	714	714	725	725	763	763
cds-XP_711348.2	NC_032093.1	330986	332797	-	1812	2104	2104	2242	2242	2108	2108	2369	2369	1783	1783	2068	2068	1600	1600	2046	2046	1890	1890	2308	2308	1888	1888	2045	2045
cds-XP_711349.2	NC_032093.1	333128	336385	-	3258	1721	1721	2048	2048	1929	1929	2922	2922	2180	2180	1852	1852	1609	1609	1862	1862	1608	1608	1869	1869	1873	1873	1889	1889
cds-XP_711350.1	NC_032093.1	338274	338594	+	321	1014	1014	1105	1105	1161	1161	1859	1859	1418	1418	1122	1122	924	924	1310	1310	1128	1128	1065	1065	964	964	1135	1135
cds-XP_711351.1	NC_032093.1	338743	340293	-	1551	8750	8750	9582	9582	8950	8950	8359	8359	7638	7638	7006	7006	7061	7061	7732	7732	5924	5924	9559	9559	7099	7099	8830	8830
cds-XP_711352.2	NC_032093.1	340759	342204	-	1446	1635	1635	1906	1906	1896	1896	2882	2882	2100	2100	1884	1884	1727	1727	2145	2145	2041	2041	1607	1607	1371	1371	1684	1684
cds-XP_019330957.1	NC_032093.1;NC_032093.1	342887;343315	342931;343737	+;+	468	14209	14209	16168	16168	14447	14447	17398	17398	15186	15186	13563	13563	12339	12339	17894	17894	12624	12624	14574	14574	9840	9840	13619	13619
cds-XP_711353.2	NC_032093.1	343387	343875	-	489	4044	4044	4755	4755	3226	3226	3803	3803	4108	4108	4742	4742	5140	5140	5068	5068	3056	3056	4833	4833	3736	3736	3713	3713
cds-XP_711354.1	NC_032093.1	344089	344778	-	690	1205	1205	1315	1315	1252	1252	2405	2405	1871	1871	1655	1655	1411	1411	1818	1818	1648	1648	1336	1336	1126	1126	1261	1261
cds-XP_019330958.1	NC_032093.1;NC_032093.1	345209;347345	347248;347536	-;-	2232	116	116	187	187	92	92	149	149	108	108	90	90	111	111	113	113	86	86	109	109	124	124	85	85
cds-XP_711356.2	NC_032093.1	347886	351038	-	3153	411270	411270	467619	467619	322860	322860	288130	288130	379276	379276	382541	382541	364113	364113	480218	480218	306664	306664	431923	431923	286924	286924	346836	346836
cds-XP_711357.2	NC_032093.1	353407	355008	+	1602	1045	1045	1048	1048	811	811	725	725	660	660	594	594	704	704	665	665	499	499	1033	1033	972	972	782	782
cds-XP_711358.2	NC_032093.1	355185	357080	-	1896	1750	1750	2236	2236	1707	1707	2673	2673	2078	2078	1619	1619	2008	2008	2103	2103	1453	1453	1849	1849	1832	1832	1613	1613
cds-XP_711154.1	NC_032093.1	357144	358613	+	1470	2019	2019	2310	2310	2280	2280	3515	3515	2437	2437	2023	2023	2048	2048	2370	2370	1792	1792	2287	2287	2084	2084	2073	2073
cds-XP_711153.1	NC_032093.1	358644	359429	-	786	535	535	523	523	454	454	628	628	425	425	371	371	394	394	423	423	346	346	470	470	386	386	455	455
cds-XP_711152.2	NC_032093.1	360948	362516	+	1569	4036	4036	4598	4598	4572	4572	6206	6206	4465	4465	4125	4125	3429	3429	4219	4219	4258	4258	4090	4090	3656	3656	4009	4009
cds-XP_711151.2	NC_032093.1	362665	368511	-	5847	7787	7787	9080	9080	8183	8183	12256	12256	9289	9289	7529	7529	7914	7914	8725	8725	7413	7413	7398	7398	7904	7904	7459	7459
cds-XP_714624.2	NC_032093.1	375462	377102	+	1641	54	54	42	42	37	37	45	45	41	41	31	31	49	49	64	64	29	29	44	44	23	23	49	49
cds-XP_714623.2	NC_032093.1	377647	379728	-	2082	4554	4554	5091	5091	3937	3937	2588	2588	2555	2555	1845	1845	2057	2057	2982	2982	1691	1691	4670	4670	4176	4176	3717	3717
cds-XP_714622.1	NC_032093.1	382476	384125	-	1650	8058	8058	8957	8957	9122	9122	13855	13855	9980	9980	9076	9076	8597	8597	10069	10069	8228	8228	8770	8770	7895	7895	8410	8410
cds-XP_714621.1	NC_032093.1	384426	385058	+	633	2445	2445	2340	2340	3158	3158	5068	5068	3508	3508	3361	3361	2782	2782	3188	3188	3299	3299	2482	2482	2257	2257	2450	2450
cds-XP_714620.2	NC_032093.1	385279	387495	-	2217	865	865	891	891	972	972	1209	1209	862	862	645	645	674	674	723	723	563	563	895	895	950	950	930	930
cds-XP_714619.2	NC_032093.1	387749	390304	-	2556	1160	1160	1290	1290	1335	1335	1944	1944	1302	1302	1352	1352	1187	1187	1203	1203	1200	1200	1255	1255	1490	1490	1224	1224
cds-XP_714618.2	NC_032093.1	390706	393267	+	2562	1049	1049	1089	1089	880	880	1309	1309	1014	1014	883	883	906	906	1174	1174	841	841	1043	1043	1057	1057	916	916
cds-XP_019330959.1	NC_032093.1;NC_032093.1;NC_032093.1	393493;393818;394264	393561;394189;394455	-;-;-	633	257	257	312	312	358	358	580	580	413	413	369	369	262	262	377	377	372	372	300	300	279	279	307	307
cds-XP_019330960.1	NC_032093.1;NC_032093.1	394560;394951	394895;395220	-;-	606	23	23	20	20	17	17	30	30	31	31	28	28	24	24	36	36	17	17	19	19	7	7	13	13
cds-XP_714615.1	NC_032093.1	395335	398205	-	2871	1415	1415	1604	1604	1684	1684	2529	2529	2042	2042	1925	1925	1316	1316	1671	1671	1757	1757	1613	1613	1482	1482	1554	1554
cds-XP_714614.1	NC_032093.1	398770	400071	-	1302	5686	5686	6013	6013	7035	7035	9107	9107	6950	6950	6267	6267	5091	5091	6193	6193	6069	6069	6177	6177	4668	4668	6134	6134
cds-XP_714613.1	NC_032093.1	400477	402144	+	1668	2950	2950	3144	3144	3331	3331	5041	5041	3983	3983	3473	3473	3075	3075	3781	3781	3056	3056	3337	3337	2652	2652	3363	3363
cds-XP_714611.2	NC_032093.1	402802	404601	-	1800	3512	3512	3717	3717	3748	3748	5696	5696	4056	4056	3526	3526	3311	3311	3994	3994	3572	3572	3930	3930	3106	3106	3580	3580
cds-XP_714610.1	NC_032093.1	407947	409146	+	1200	1031	1031	1308	1308	1072	1072	2483	2483	2098	2098	1816	1816	1853	1853	2296	2296	1702	1702	1066	1066	979	979	866	866
cds-XP_714608.2	NC_032093.1	409928	411697	+	1770	16268	16268	17972	17972	17682	17682	22543	22543	17846	17846	20668	20668	14175	14175	16595	16595	20263	20263	16940	16940	14731	14731	16883	16883
cds-XP_714607.1	NC_032093.1	411944	414976	-	3033	1599	1599	1861	1861	1654	1654	2382	2382	2173	2173	2519	2519	1778	1778	2207	2207	2519	2519	1626	1626	1302	1302	1416	1416
cds-XP_714605.2	NC_032093.1	416400	419345	-	2946	2659	2659	3079	3079	2548	2548	3209	3209	2709	2709	2503	2503	2290	2290	2731	2731	2440	2440	2888	2888	2201	2201	2410	2410
cds-XP_714604.1	NC_032093.1	420926	423694	-	2769	3123	3123	3269	3269	3547	3547	4846	4846	3658	3658	3389	3389	2962	2962	3387	3387	2959	2959	3346	3346	2960	2960	3321	3321
cds-XP_714602.2	NC_032093.1	424739	427087	+	2349	11597	11597	12950	12950	12565	12565	18823	18823	13482	13482	11482	11482	10625	10625	12699	12699	11518	11518	12098	12098	10569	10569	12228	12228
cds-XP_714601.2	NC_032093.1	427195	427842	-	648	593	593	550	550	621	621	861	861	687	687	657	657	450	450	581	581	593	593	636	636	464	464	583	583
cds-XP_714600.2	NC_032093.1	428107	428781	+	675	1913	1913	2098	2098	2035	2035	2576	2576	2092	2092	1920	1920	1669	1669	1842	1842	1954	1954	2040	2040	1777	1777	1868	1868
cds-XP_019330961.1	NC_032093.1	428854	429018	-	165	410	410	451	451	391	391	504	504	416	416	450	450	321	321	526	526	372	372	448	448	338	338	353	353
cds-XP_714599.1	NC_032093.1	429592	430119	+	528	18235	18235	19946	19946	22573	22573	28472	28472	23280	23280	18856	18856	16737	16737	22211	22211	16471	16471	20890	20890	12754	12754	20007	20007
cds-XP_714597.2	NC_032093.1	430841	432214	-	1374	573	573	685	685	625	625	834	834	654	654	664	664	485	485	679	679	645	645	640	640	558	558	670	670
cds-XP_714596.2	NC_032093.1	432413	433954	+	1542	1229	1229	1337	1337	1438	1438	1816	1816	1349	1349	1116	1116	1117	1117	1170	1170	1067	1067	1360	1360	1144	1144	1281	1281
cds-XP_714595.2	NC_032093.1	434181	435950	+	1770	3548	3548	3798	3798	4118	4118	4235	4235	3571	3571	3095	3095	2782	2782	3388	3388	2900	2900	4032	4032	3120	3120	3757	3757
cds-XP_714594.1	NC_032093.1	435968	437557	-	1590	1162	1162	1306	1306	1299	1299	1559	1559	1155	1155	979	979	888	888	1132	1132	949	949	1367	1367	1027	1027	1334	1334
cds-XP_714593.1	NC_032093.1	438134	440017	-	1884	5615	5615	6073	6073	5478	5478	11510	11510	10178	10178	8845	8845	8657	8657	10707	10707	8223	8223	6100	6100	4551	4551	5615	5615
cds-XP_714592.2	NC_032093.1	440800	443334	-	2535	4819	4819	5510	5510	4051	4051	5194	5194	4702	4702	4822	4822	4095	4095	5634	5634	4574	4574	4743	4743	3590	3590	4203	4203
cds-XP_714591.2	NC_032093.1	444832	445512	-	681	1235	1235	1475	1475	1399	1399	1528	1528	1259	1259	1163	1163	1037	1037	1259	1259	1123	1123	1363	1363	1176	1176	1277	1277
cds-XP_714590.2	NC_032093.1	446199	446600	+	402	90	90	78	78	54	54	23	23	19	19	9	9	26	26	28	28	7	7	109	109	96	96	80	80
cds-XP_714589.2	NC_032093.1	446964	448538	-	1575	24086	24086	25569	25569	24687	24687	33989	33989	25043	25043	29403	29403	20606	20606	25121	25121	26210	26210	27017	27017	19153	19153	24280	24280
cds-XP_714588.2	NC_032093.1	451345	453531	-	2187	3983	3983	4527	4527	5338	5338	8092	8092	6184	6184	4896	4896	4879	4879	4936	4936	4438	4438	3694	3694	3836	3836	4194	4194
cds-XP_714587.2	NC_032093.1	453808	454866	-	1059	1635	1635	1658	1658	2091	2091	3661	3661	2562	2562	2483	2483	1893	1893	2167	2167	2215	2215	1699	1699	1398	1398	1734	1734
cds-XP_714586.2	NC_032093.1	455201	456193	+	993	3548	3548	4387	4387	4474	4474	6852	6852	4944	4944	5135	5135	3880	3880	4307	4307	4878	4878	4242	4242	3766	3766	4079	4079
cds-XP_714585.2	NC_032093.1	456436	457821	+	1386	3545	3545	3574	3574	3862	3862	5845	5845	4410	4410	4461	4461	3535	3535	4069	4069	3968	3968	3706	3706	2301	2301	3717	3717
cds-XP_714584.2	NC_032093.1	458157	463166	+	5010	9966	9966	11158	11158	10060	10060	11658	11658	9940	9940	9703	9703	8607	8607	10073	10073	8823	8823	10817	10817	7830	7830	9638	9638
cds-XP_714581.2	NC_032093.1	463382	464368	+	987	772	772	660	660	721	721	940	940	825	825	779	779	612	612	805	805	697	697	669	669	565	565	692	692
cds-XP_714579.2	NC_032093.1	464404	465366	-	963	3389	3389	3706	3706	4005	4005	4984	4984	3943	3943	3510	3510	3055	3055	3205	3205	3403	3403	3292	3292	2935	2935	3352	3352
cds-XP_714578.2	NC_032093.1	466337	466720	-	384	416	416	433	433	360	360	125	125	264	264	210	210	197	197	205	205	150	150	700	700	275	275	506	506
cds-XP_720527.2	NC_032093.1	473498	473881	+	384	793	793	912	912	638	638	257	257	405	405	315	315	293	293	375	375	268	268	1011	1011	677	677	937	937
cds-XP_720530.2	NC_032093.1	474334	476817	-	2484	2996	2996	3589	3589	2524	2524	3519	3519	3414	3414	3222	3222	3014	3014	3702	3702	2330	2330	3196	3196	2390	2390	2690	2690
cds-XP_720528.2	NC_032093.1	474758	475336	+	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cds-XP_720531.1	NC_032093.1	477228	477779	-	552	1436	1436	1481	1481	1651	1651	2280	2280	1695	1695	1751	1751	1410	1410	1609	1609	1544	1544	1609	1609	1168	1168	1510	1510
cds-XP_720532.2	NC_032093.1	477990	479684	-	1695	2577	2577	2890	2890	2835	2835	3520	3520	2896	2896	2463	2463	2469	2469	2619	2619	2420	2420	2612	2612	2242	2242	2521	2521
cds-XP_720533.2	NC_032093.1	480236	482263	+	2028	268	268	288	288	196	196	330	330	267	267	216	216	211	211	275	275	197	197	212	212	230	230	261	261
cds-XP_720534.1	NC_032093.1	482348	483952	-	1605	29787	29787	32312	32312	28763	28763	28507	28507	32959	32959	33016	33016	28148	28148	36531	36531	28308	28308	31309	31309	20000	20000	29410	29410
cds-XP_720536.2	NC_032093.1	484150	487104	-	2955	5982	5982	6651	6651	5054	5054	4689	4689	4739	4739	4322	4322	3666	3666	5175	5175	3686	3686	5502	5502	3976	3976	5094	5094
cds-XP_019330962.1	NC_032093.1;NC_032093.1	487795;488092	488015;488164	-;-	294	2613	2613	2840	2840	2993	2993	4343	4343	3322	3322	3779	3779	2574	2574	3284	3284	3851	3851	2790	2790	1936	1936	2641	2641
cds-XP_720537.2	NC_032093.1	488648	489742	+	1095	125	125	128	128	112	112	201	201	146	146	180	180	145	145	177	177	166	166	129	129	119	119	98	98
cds-XP_720538.2	NC_032093.1	489943	490926	+	984	2167	2167	2461	2461	2699	2699	3215	3215	2456	2456	2358	2358	1922	1922	2416	2416	2033	2033	2422	2422	2115	2115	2296	2296
cds-XP_720539.1	NC_032093.1	491075	491653	-	579	206	206	198	198	224	224	289	289	232	232	185	185	192	192	270	270	249	249	222	222	165	165	180	180
cds-XP_720540.1	NC_032093.1	492351	493187	+	837	5216	5216	5663	5663	5959	5959	7871	7871	6075	6075	6233	6233	4480	4480	5592	5592	5718	5718	6097	6097	4398	4398	5807	5807
cds-XP_720541.1	NC_032093.1	498691	499884	+	1194	156	156	160	160	83	83	124	124	157	157	147	147	124	124	187	187	131	131	135	135	118	118	139	139
cds-XP_720542.2	NC_032093.1	501453	502862	-	1410	2487	2487	2687	2687	2503	2503	3588	3588	2621	2621	2166	2166	2014	2014	2467	2467	2183	2183	2445	2445	2056	2056	2393	2393
cds-XP_720543.2	NC_032093.1	503291	504823	+	1533	8329	8329	8876	8876	9338	9338	19732	19732	14620	14620	13006	13006	12486	12486	14136	14136	12458	12458	8826	8826	6885	6885	8946	8946
